po_number,item,supplier_name,order_dt,delivery_dt,qty_ordered,status
PO10130,SKU100,Om Distributors,2023/01/28,,1618,In Transit
PO10131,SKU132,Prime Wholesale,2022/05/30,2022-06-28,2921,Pending
PO10132,SKU120,FreshSource Ltd,2024/09/03,2024-09-15,2060,Pending
PO10133,Milk 1L,Global Supplies,2022/02/26,2022-03-11,796,Cancelled
PO10134,SKU125,Global Supplies,2022/08/03,2022-08-23,1530,Pending
PO10135,SKU137,ABC Traders,2023/12/10,2023-12-14,3301,Cancelled
PO10136,Coffee 200g,ABC Traders,2024/07/28,2024-08-02,986,Delayed
PO10137,Biscuits 100g,ABC Traders,2023/12/14,2024-01-09,4832,Cancelled
PO10138,SKU145,ABC Traders,2023/11/30,2023-12-18,3611,In Transit
PO10139,SKU136,ABC Traders,2022/08/18,,451,Delivered
PO10140,SKU139,Om Distributors,2024/06/03,2024-06-18,2140,Delayed
PO10141,Peanut Butter Smooth 200g,Om Distributors,2024/05/24,2024-06-13,4306,Delivered
PO10142,Milk 1L,Om Distributors,2022/07/14,2022-08-11,4286,Pending
PO10143,Tea 250g,Prime Wholesale,2024/02/03,,1728,Pending
PO10144,Biscuits 200g,FreshSource Ltd,2022/01/16,2022-01-23,1264,Cancelled
PO10145,Detergent 500g,FreshSource Ltd,2023/06/27,2023-07-18,948,Cancelled
PO10146,Coffee 200g,Om Distributors,2022/03/09,2022-03-20,4114,Pending
PO10147,SKU129,Om Distributors,2022/06/07,2022-07-06,1944,In Transit
PO10148,SKU134,Om Distributors,2022/06/18,2022-07-14,1149,In Transit
PO10149,Coffee 200g,Om Distributors,2024/08/05,,3585,Pending
PO10150,SKU103,Om Distributors,2024/05/10,,3967,Cancelled
PO10151,Sunflower Oil 5L,Om Distributors,2023/09/07,,575,Pending
PO10152,SKU133,Om Distributors,2024/05/06,2024-05-15,2658,Cancelled
PO10153,Detergent 500g,Prime Wholesale,2022/07/24,2022-08-03,1929,Delayed
PO10154,Peanut Butter Crunchy 1kg,ABC Traders,2024/09/06,2024-09-20,1892,Cancelled
PO10155,SKU127,Om Distributors,2023/11/28,,2698,Cancelled
PO10156,Sunflower Oil 1L,Prime Wholesale,2024/02/20,2024-03-12,556,In Transit
PO10157,Biscuits 500g,FreshSource Ltd,2023/11/12,2023-12-06,3796,In Transit
PO10158,Biscuits 200g,Om Distributors,2023/01/30,2023-02-19,3848,Delayed
PO10159,Milk 500ml,Prime Wholesale,2023/11/20,2023-11-28,1566,Delivered
PO10160,SKU150,FreshSource Ltd,2023/11/01,2023-11-19,2220,Cancelled
PO10161,Coffee 200g,Om Distributors,2022/02/08,2022-02-23,2007,Delivered
PO10162,Tea 500g,ABC Traders,2022/12/07,2022-12-18,3436,In Transit
PO10163,SKU105,Om Distributors,2024/03/09,2024-03-23,258,Delivered
PO10164,SKU123,ABC Traders,2023/04/26,2023-05-12,236,Cancelled
PO10165,SKU120,Om Distributors,2022/10/07,2022-11-04,2020,In Transit
PO10166,SKU124,Om Distributors,2023/11/21,2023-11-29,4565,Pending
PO10167,SKU152,FreshSource Ltd,2022/07/20,2022-08-06,4453,Delivered
PO10168,SKU116,Om Distributors,2023/04/02,,212,Pending
PO10169,SKU156,Prime Wholesale,2022/07/08,2022-07-18,3572,Pending
PO10170,SKU113,ABC Traders,2023/07/20,2023-08-16,1420,Delayed
PO10171,Sunflower Oil 2L,Om Distributors,2022/01/25,2022-02-19,2442,Pending
PO10172,SKU118,FreshSource Ltd,2024/04/23,2024-05-08,315,Delivered
PO10173,Milk 500ml,Global Supplies,2024/04/29,,2182,Delayed
PO10174,Detergent 2kg,Om Distributors,2023/09/16,2023-09-20,3483,Pending
PO10175,SKU140,FreshSource Ltd,2024/06/26,2024-07-17,806,In Transit
PO10176,Milk 500ml,FreshSource Ltd,2024/01/06,2024-01-22,2392,Delayed
PO10177,SKU134,Om Distributors,2023/03/15,,1346,Delivered
PO10178,Tea 250g,Global Supplies,2022/01/30,,4572,Delivered
PO10179,Tea 500g,FreshSource Ltd,2022/03/02,2022-03-17,3289,Cancelled
PO10180,SKU139,Global Supplies,2023/11/02,2023-11-30,3106,Cancelled
PO10181,SKU152,ABC Traders,2024/08/05,2024-08-12,814,Delayed
PO10182,SKU132,Prime Wholesale,2023/04/21,2023-05-01,3332,Pending
PO10183,SKU141,FreshSource Ltd,2022/04/27,2022-05-24,703,Pending
PO10184,SKU136,ABC Traders,2024/06/15,2024-07-08,3255,Pending
PO10185,Milk 500ml,Om Distributors,2022/07/31,2022-08-10,3880,Cancelled
PO10186,Milk 1L,Prime Wholesale,2024/07/30,2024-08-24,3841,Delayed
PO10187,Peanut Butter Smooth 200g,Prime Wholesale,2022/10/26,,394,Delivered
PO10188,Tea 250g,Prime Wholesale,2024/09/11,2024-09-19,2619,Cancelled
PO10189,Milk 500ml,ABC Traders,2023/11/11,2023-12-10,4563,Cancelled
PO10190,SKU156,Global Supplies,2023/01/30,2023-02-07,3811,Cancelled
PO10191,SKU154,ABC Traders,2023/05/21,2023-05-30,1881,Cancelled
PO10192,SKU102,Om Distributors,2022/11/14,,823,Delivered
PO10193,Milk 500ml,Prime Wholesale,2023/12/10,2023-12-21,2629,Delayed
PO10194,Detergent 500g,FreshSource Ltd,2024/02/21,2024-03-04,3270,In Transit
PO10195,SKU140,Prime Wholesale,2023/06/29,,1315,In Transit
PO10196,SKU135,ABC Traders,2022/11/16,2022-12-12,1175,Cancelled
PO10197,Milk 1L,Om Distributors,2022/04/24,,3935,Cancelled
PO10198,SKU130,ABC Traders,2022/05/31,2022-06-24,583,Delivered
PO10199,SKU104,Prime Wholesale,2022/12/24,2023-01-19,4618,Cancelled
PO10200,SKU140,Prime Wholesale,2024/06/01,2024-06-19,4316,Cancelled
PO10201,Tea 500g,Prime Wholesale,2024/02/04,2024-02-14,669,Cancelled
PO10202,Tea 250g,FreshSource Ltd,2023/11/19,2023-12-19,4387,Cancelled
PO10203,SKU152,Global Supplies,2022/11/06,2022-11-16,4126,Delivered
PO10204,SKU130,Global Supplies,2023/10/28,2023-11-15,709,Pending
PO10205,Sunflower Oil 2L,Global Supplies,2022/01/19,2022-02-01,405,Pending
PO10206,SKU151,Global Supplies,2022/01/30,2022-02-28,2900,Cancelled
PO10207,Milk 500ml,Global Supplies,2024/07/01,2024-07-23,2226,Cancelled
PO10208,SKU105,FreshSource Ltd,2024/09/18,2024-10-10,3402,Delivered
PO10209,SKU154,Global Supplies,2022/07/10,2022-07-22,1227,Pending
PO10210,SKU128,Om Distributors,2023/05/30,2023-06-25,4331,Delivered
PO10211,Sunflower Oil 2L,ABC Traders,2023/06/17,2023-07-05,3086,In Transit
PO10212,Peanut Butter Crunchy 500g,Global Supplies,2024/01/16,2024-01-22,4396,Delayed
PO10213,SKU143,Om Distributors,2022/09/01,,2185,In Transit
PO10214,Peanut Butter Smooth 200g,Prime Wholesale,2022/11/06,2022-11-23,849,In Transit
PO10215,Detergent 500g,Global Supplies,2022/08/14,2022-09-09,1942,In Transit
PO10216,SKU106,Global Supplies,2023/02/02,2023-03-01,4666,Delivered
PO10217,SKU129,Global Supplies,2023/08/06,2023-08-09,1487,Delayed
PO10218,Biscuits 200g,ABC Traders,2022/01/05,2022-01-14,3580,In Transit
PO10219,Biscuits 100g,Global Supplies,2022/09/30,2022-10-10,773,In Transit
PO10220,SKU101,Om Distributors,2022/09/30,,1426,Delivered
PO10221,Tea 250g,FreshSource Ltd,2022/06/08,2022-07-04,4882,Cancelled
PO10222,SKU152,Prime Wholesale,2022/04/05,2022-04-26,1017,Delayed
PO10223,SKU137,Prime Wholesale,2024/04/12,2024-04-25,518,Delayed
PO10224,SKU108,FreshSource Ltd,2024/03/09,2024-03-29,3475,In Transit
PO10225,Tea 500g,Global Supplies,2023/03/19,2023-04-02,3155,Cancelled
PO10226,Biscuits 100g,Om Distributors,2022/12/17,,1752,Pending
PO10227,Biscuits 200g,ABC Traders,2022/04/07,2022-05-04,4019,Delivered
PO10228,SKU151,ABC Traders,2023/06/24,2023-07-01,1394,In Transit
PO10229,Sunflower Oil 1L,Prime Wholesale,2022/02/10,2022-02-14,3518,Delayed
PO10230,SKU133,Om Distributors,2022/03/23,2022-03-30,2746,Delivered
PO10231,SKU119,FreshSource Ltd,2023/06/10,,4556,Cancelled
PO10232,SKU137,Global Supplies,2023/01/17,2023-01-25,3227,Cancelled
PO10233,SKU118,Om Distributors,2023/08/08,2023-08-20,338,Delivered
PO10234,SKU106,Prime Wholesale,2024/01/29,2024-02-24,4679,In Transit
PO10235,Peanut Butter Crunchy 1kg,Global Supplies,2023/03/06,2023-03-23,342,Cancelled
PO10236,Biscuits 500g,Om Distributors,2023/09/30,2023-10-30,3438,Cancelled
PO10237,Milk 1L,Prime Wholesale,2023/03/19,,1213,In Transit
PO10238,SKU116,FreshSource Ltd,2024/05/14,2024-06-05,1298,Delayed
PO10239,Milk 1L,FreshSource Ltd,2022/02/03,2022-02-22,1522,Pending
PO10240,SKU134,Prime Wholesale,2022/07/10,2022-07-13,297,Delayed
PO10241,SKU158,Om Distributors,2022/08/08,2022-08-20,4551,Cancelled
PO10242,SKU115,Prime Wholesale,2024/03/15,2024-04-13,3965,In Transit
PO10243,SKU140,Om Distributors,2023/05/15,2023-05-24,1507,Cancelled
PO10244,SKU159,Prime Wholesale,2024/04/28,2024-05-18,2532,In Transit
PO10245,SKU155,Om Distributors,2022/02/03,2022-02-10,4392,Delivered
PO10246,SKU156,Prime Wholesale,2024/06/22,2024-06-27,3103,Cancelled
PO10247,SKU117,Prime Wholesale,2023/09/11,,725,Delayed
PO10248,SKU123,FreshSource Ltd,2023/12/17,2024-01-11,2007,In Transit
PO10249,SKU114,FreshSource Ltd,2023/12/16,2023-12-25,3506,Cancelled
PO10250,Tea 250g,FreshSource Ltd,2023/09/24,,2755,Delivered
PO10251,SKU123,Global Supplies,2022/01/15,2022-01-30,4461,Delayed
PO10252,Biscuits 200g,Prime Wholesale,2023/10/04,2023-10-29,408,Delayed
PO10253,SKU113,Global Supplies,2024/03/02,2024-03-07,2577,Delayed
PO10254,SKU135,Prime Wholesale,2022/06/07,2022-06-18,3941,In Transit
PO10255,SKU151,ABC Traders,2022/05/28,2022-06-23,1944,Cancelled
PO10256,Biscuits 200g,Prime Wholesale,2024/08/31,2024-09-08,3816,Cancelled
PO10257,Coffee 200g,Prime Wholesale,2022/03/04,2022-03-17,2396,Delivered
PO10258,SKU158,Om Distributors,2023/06/06,,1906,Delayed
PO10259,SKU126,Prime Wholesale,2022/09/29,,1985,Cancelled
PO10260,Milk 500ml,FreshSource Ltd,2024/03/01,2024-03-22,1330,Cancelled
PO10261,SKU148,Global Supplies,2022/05/21,2022-06-02,1607,In Transit
PO10262,SKU147,Prime Wholesale,2023/06/18,2023-07-11,1811,Delivered
PO10263,Peanut Butter Crunchy 1kg,ABC Traders,2022/09/30,2022-10-07,724,In Transit
PO10264,Detergent 500g,Prime Wholesale,2024/01/02,2024-01-28,4921,Delivered
PO10265,SKU147,Om Distributors,2022/05/21,2022-05-25,584,In Transit
PO10266,Sunflower Oil 1L,Prime Wholesale,2022/07/07,2022-07-17,4630,Delayed
PO10267,Peanut Butter Smooth 200g,Prime Wholesale,2022/07/29,,2197,In Transit
PO10268,Sunflower Oil 1L,ABC Traders,2022/08/09,,4204,Delayed
PO10269,SKU139,Prime Wholesale,2023/10/20,2023-11-17,1594,Cancelled
PO10270,SKU144,Global Supplies,2022/03/11,2022-03-26,535,Delivered
PO10271,SKU103,FreshSource Ltd,2023/02/06,2023-02-28,4783,Delivered
PO10272,SKU133,ABC Traders,2022/03/16,2022-04-01,4690,Delayed
PO10273,SKU152,FreshSource Ltd,2022/08/28,,1856,Pending
PO10274,SKU127,Prime Wholesale,2022/07/13,2022-08-05,4210,Delivered
PO10275,SKU151,ABC Traders,2022/08/20,2022-09-12,2725,Delayed
PO10276,Milk 1L,Prime Wholesale,2023/06/18,2023-07-10,3738,In Transit
PO10277,SKU109,Global Supplies,2024/04/23,2024-04-29,1126,Delivered
PO10278,Tea 500g,Prime Wholesale,2024/07/15,,2279,In Transit
PO10279,Sunflower Oil 2L,Om Distributors,2023/03/02,2023-03-24,4282,Delayed
PO10280,SKU151,ABC Traders,2022/07/25,2022-08-01,4159,Delayed
PO10281,SKU145,Om Distributors,2024/02/23,2024-03-22,2691,In Transit
PO10282,SKU136,Prime Wholesale,2022/03/10,,3972,In Transit
PO10283,Biscuits 100g,Prime Wholesale,2023/09/14,2023-10-01,2067,In Transit
PO10284,SKU141,FreshSource Ltd,2023/02/07,2023-03-04,1913,Delayed
PO10285,Detergent 1kg,ABC Traders,2022/10/30,2022-11-25,673,Delayed
PO10286,SKU104,Prime Wholesale,2024/03/28,2024-04-09,1585,In Transit
PO10287,Detergent 1kg,Prime Wholesale,2024/06/21,2024-06-30,2702,Cancelled
PO10288,SKU150,ABC Traders,2023/07/17,2023-07-28,1989,Cancelled
PO10289,Milk 1L,FreshSource Ltd,2024/03/23,2024-04-18,686,Delivered
PO10290,Peanut Butter Crunchy 200g,Om Distributors,2023/12/27,2024-01-26,2834,Cancelled
PO10291,SKU137,Global Supplies,2024/08/11,2024-09-05,269,Delivered
PO10292,Detergent 500g,ABC Traders,2024/07/25,2024-08-08,2504,In Transit
PO10293,Tea 250g,Prime Wholesale,2024/07/23,2024-08-21,4851,Pending
PO10294,Peanut Butter Crunchy 1kg,Om Distributors,2023/07/05,2023-07-30,3372,Delayed
PO10295,Biscuits 500g,Prime Wholesale,2024/04/10,2024-05-03,3679,In Transit
PO10296,SKU120,ABC Traders,2024/05/27,2024-06-06,2508,Cancelled
PO10297,SKU131,Om Distributors,2024/08/03,2024-09-01,446,Cancelled
PO10298,SKU133,Prime Wholesale,2022/11/16,2022-12-14,4228,Delivered
PO10299,SKU134,Om Distributors,2023/12/04,2023-12-26,4880,Delayed
PO10300,Detergent 500g,Prime Wholesale,2022/11/01,2022-12-01,3769,Cancelled
PO10301,Sunflower Oil 5L,ABC Traders,2024/07/13,2024-08-03,337,Pending
PO10302,SKU144,Global Supplies,2024/03/28,2024-04-01,330,Pending
PO10303,Milk 500ml,Prime Wholesale,2023/02/13,2023-03-11,257,Delayed
PO10304,Biscuits 200g,FreshSource Ltd,2022/05/23,,4909,Cancelled
PO10305,SKU104,ABC Traders,2022/06/04,,1977,Delayed
PO10306,SKU153,Prime Wholesale,2023/09/06,2023-10-01,542,Delayed
PO10307,SKU149,Om Distributors,2023/11/24,,507,Pending
PO10308,SKU103,Global Supplies,2024/08/22,,4332,Cancelled
PO10309,SKU138,FreshSource Ltd,2024/02/11,2024-02-28,221,Delayed
PO10310,SKU159,Prime Wholesale,2023/06/25,2023-07-10,1666,Cancelled
PO10311,SKU143,FreshSource Ltd,2023/01/18,2023-02-17,246,In Transit
PO10312,SKU143,FreshSource Ltd,2024/02/27,2024-03-24,3204,Delayed
PO10313,SKU104,Prime Wholesale,2023/09/11,,2939,Delayed
PO10314,Biscuits 200g,FreshSource Ltd,2023/11/28,,3639,In Transit
PO10315,SKU100,Om Distributors,2022/07/28,2022-08-17,3537,Cancelled
PO10316,SKU141,ABC Traders,2022/05/31,2022-06-12,4994,In Transit
PO10317,Peanut Butter Smooth 1kg,Om Distributors,2023/11/04,,2775,In Transit
PO10318,SKU141,FreshSource Ltd,2023/05/25,2023-06-12,2768,Delayed
PO10319,SKU143,FreshSource Ltd,2022/03/11,2022-04-10,1387,In Transit
PO10320,SKU127,Om Distributors,2022/11/28,2022-12-28,1114,Delivered
PO10321,SKU100,Om Distributors,2023/11/16,2023-11-25,4443,Delivered
PO10322,SKU103,Om Distributors,2022/11/21,,3637,Pending
PO10323,SKU120,ABC Traders,2023/02/26,2023-03-28,4844,Pending
PO10324,SKU112,Prime Wholesale,2022/03/02,2022-03-20,323,Delayed
PO10325,Milk 1L,ABC Traders,2022/09/19,2022-09-29,4435,Pending
PO10326,SKU136,ABC Traders,2022/06/13,2022-07-13,1264,Cancelled
PO10327,Tea 500g,Global Supplies,2023/01/08,,354,Pending
PO10328,Tea 500g,FreshSource Ltd,2023/10/11,,1501,Pending
PO10329,Biscuits 500g,Prime Wholesale,2022/06/26,2022-07-22,1942,In Transit
PO10330,SKU114,ABC Traders,2023/06/04,2023-06-30,1830,Cancelled
PO10331,Peanut Butter Crunchy 200g,FreshSource Ltd,2022/04/07,2022-04-14,4975,Delivered
PO10332,Tea 250g,Om Distributors,2024/06/18,2024-07-04,3944,Pending
PO10333,SKU126,Global Supplies,2023/05/30,2023-06-12,2290,In Transit
PO10334,Tea 500g,FreshSource Ltd,2024/08/24,2024-09-03,696,In Transit
PO10335,SKU141,Global Supplies,2023/10/09,2023-11-07,2418,Pending
PO10336,Milk 500ml,Global Supplies,2022/08/10,2022-08-27,3909,Cancelled
PO10337,SKU137,FreshSource Ltd,2023/01/24,2023-02-22,3314,Delayed
PO10338,SKU137,Prime Wholesale,2024/04/22,2024-05-21,3738,Cancelled
PO10339,SKU104,ABC Traders,2024/04/24,2024-05-06,4830,Delivered
PO10340,Milk 500ml,Om Distributors,2023/11/17,2023-11-30,2084,In Transit
PO10341,Biscuits 200g,Prime Wholesale,2023/11/02,2023-11-23,3594,Delivered
PO10342,Milk 1L,Global Supplies,2024/01/03,2024-01-31,1797,Delivered
PO10343,SKU150,Global Supplies,2022/06/24,2022-07-15,3852,Delivered
PO10344,SKU115,Om Distributors,2022/08/19,,965,Pending
PO10345,SKU115,Global Supplies,2022/05/18,,2745,Delivered
PO10346,Detergent 1kg,Global Supplies,2023/08/10,2023-08-20,3965,Delayed
PO10347,SKU113,ABC Traders,2024/04/26,2024-05-17,4753,Delayed
PO10348,Sunflower Oil 5L,Global Supplies,2023/11/09,,910,Pending
PO10349,SKU117,Prime Wholesale,2022/08/17,2022-09-16,2415,Cancelled
PO10350,Peanut Butter Crunchy 1kg,Om Distributors,2024/04/26,2024-05-22,1837,In Transit
PO10351,SKU126,FreshSource Ltd,2023/05/26,2023-06-14,3535,Cancelled
PO10352,SKU123,Prime Wholesale,2024/03/05,2024-03-15,1017,Delivered
PO10353,Milk 500ml,Prime Wholesale,2022/09/02,2022-10-01,913,Pending
PO10354,Tea 250g,Om Distributors,2022/11/13,2022-11-30,4279,Pending
PO10355,SKU142,Prime Wholesale,2023/08/16,2023-09-10,1525,Cancelled
PO10356,SKU141,Om Distributors,2024/03/16,2024-03-30,4589,In Transit
PO10357,Sunflower Oil 5L,Om Distributors,2023/06/27,,4659,Cancelled
PO10358,SKU109,FreshSource Ltd,2023/12/05,2023-12-11,875,Delayed
PO10359,SKU131,ABC Traders,2023/11/05,2023-11-16,2743,In Transit
PO10360,SKU144,ABC Traders,2022/11/27,2022-12-23,619,Cancelled
PO10361,SKU114,ABC Traders,2023/01/22,2023-01-25,4254,In Transit
PO10362,Detergent 500g,Om Distributors,2024/02/17,2024-02-28,2952,Cancelled
PO10363,Biscuits 500g,Om Distributors,2024/08/07,2024-08-16,2937,Delivered
PO10364,SKU157,ABC Traders,2023/03/01,2023-03-08,1808,Pending
PO10365,SKU156,ABC Traders,2023/05/27,2023-06-26,2716,Delivered
PO10366,SKU138,FreshSource Ltd,2023/05/14,2023-06-04,3830,Cancelled
PO10367,SKU137,ABC Traders,2022/09/09,,3006,Delayed
PO10368,SKU147,FreshSource Ltd,2024/01/16,2024-01-20,2063,Delayed
PO10369,Peanut Butter Crunchy 200g,FreshSource Ltd,2023/01/07,2023-01-14,4541,Delayed
PO10370,SKU131,Global Supplies,2024/08/06,2024-08-30,1933,Delayed
PO10371,Biscuits 200g,Om Distributors,2024/05/03,2024-05-23,3442,Delayed
PO10372,SKU126,Global Supplies,2024/09/05,2024-09-16,4026,Delivered
PO10373,Milk 500ml,ABC Traders,2024/08/26,2024-09-17,4633,Delivered
PO10374,Tea 500g,FreshSource Ltd,2022/07/22,,958,In Transit
PO10375,Biscuits 100g,Prime Wholesale,2024/03/19,,529,In Transit
PO10376,SKU103,ABC Traders,2022/08/18,2022-08-29,436,Pending
PO10377,Milk 1L,Prime Wholesale,2022/12/27,2023-01-16,924,Pending
PO10378,SKU145,Global Supplies,2023/06/04,2023-06-10,4476,Cancelled
PO10379,SKU113,FreshSource Ltd,2024/08/08,2024-08-28,2847,Delivered
PO10380,SKU157,ABC Traders,2024/08/30,2024-09-13,3052,Delivered
PO10381,Biscuits 200g,Om Distributors,2024/04/15,2024-04-25,2948,Pending
PO10382,SKU119,Global Supplies,2023/03/28,2023-04-17,3087,Delayed
PO10383,SKU144,ABC Traders,2022/09/19,2022-10-15,3852,In Transit
PO10384,Biscuits 200g,ABC Traders,2022/10/12,2022-11-02,3360,Delivered
PO10385,SKU146,ABC Traders,2022/02/15,2022-03-16,3204,Delayed
PO10386,Milk 1L,FreshSource Ltd,2022/07/26,2022-08-15,3855,Pending
PO10387,SKU156,FreshSource Ltd,2024/07/04,2024-07-14,390,Cancelled
PO10388,Milk 500ml,Global Supplies,2024/09/27,2024-09-30,1230,In Transit
PO10389,Tea 500g,Prime Wholesale,2022/06/17,2022-06-24,3977,Delivered
PO10390,SKU115,Prime Wholesale,2022/02/08,2022-03-06,1580,Delivered
PO10391,SKU137,ABC Traders,2022/07/11,2022-07-29,3173,In Transit
PO10392,Milk 500ml,FreshSource Ltd,2022/08/04,2022-08-28,4697,Cancelled
PO10393,SKU137,ABC Traders,2024/09/04,2024-09-27,2927,Delayed
PO10394,Peanut Butter Crunchy 1kg,Prime Wholesale,2024/04/13,2024-04-19,378,Delivered
PO10395,SKU104,FreshSource Ltd,2023/10/16,2023-10-20,2972,Pending
PO10396,Tea 250g,Prime Wholesale,2022/06/25,2022-07-23,4283,Delivered
PO10397,Biscuits 100g,FreshSource Ltd,2023/09/19,2023-10-02,2801,Pending
PO10398,SKU155,Om Distributors,2022/12/29,,2164,Delayed
PO10399,SKU133,Global Supplies,2024/03/15,2024-03-28,1884,In Transit
PO10400,SKU134,Prime Wholesale,2024/09/07,2024-09-18,886,Delivered
PO10401,SKU114,Om Distributors,2023/02/01,2023-03-02,4296,Pending
PO10402,SKU145,ABC Traders,2023/02/14,2023-03-11,4309,Pending
PO10403,Coffee 200g,Prime Wholesale,2022/05/12,2022-05-15,4614,Delivered
PO10404,SKU105,Prime Wholesale,2023/08/22,2023-09-07,3598,Delivered
PO10405,SKU142,ABC Traders,2024/03/18,2024-04-10,1386,Pending
PO10406,SKU112,FreshSource Ltd,2024/03/20,2024-04-09,944,Delayed
PO10407,SKU139,Om Distributors,2022/09/03,2022-09-12,4863,Delivered
PO10408,SKU119,ABC Traders,2024/09/22,2024-10-18,1221,Delivered
PO10409,Milk 500ml,Global Supplies,2024/01/04,2024-01-10,2976,Pending
PO10410,SKU140,Global Supplies,2024/01/14,2024-01-18,1742,In Transit
PO10411,SKU131,ABC Traders,2022/07/16,2022-07-28,3722,Delayed
PO10412,Milk 1L,Om Distributors,2022/03/04,2022-03-12,1297,Cancelled
PO10413,SKU156,Global Supplies,2024/06/23,2024-07-10,2006,In Transit
PO10414,Sunflower Oil 5L,ABC Traders,2023/05/03,2023-05-07,977,In Transit
PO10415,Coffee 200g,Global Supplies,2023/05/27,2023-06-14,2182,Delayed
PO10416,Detergent 500g,Om Distributors,2023/06/01,,1190,In Transit
PO10417,Sunflower Oil 1L,Prime Wholesale,2022/12/22,2022-12-30,4028,In Transit
PO10418,SKU156,ABC Traders,2022/04/19,,4383,Delayed
PO10419,Biscuits 200g,ABC Traders,2022/12/25,2023-01-15,3809,In Transit
PO10420,SKU137,ABC Traders,2022/03/21,2022-04-09,3190,Cancelled
PO10421,SKU108,FreshSource Ltd,2024/03/03,2024-03-11,4206,Cancelled
PO10422,Detergent 500g,Global Supplies,2023/03/31,2023-04-22,3787,In Transit
PO10423,SKU122,Om Distributors,2023/07/13,2023-07-27,1166,Pending
PO10424,Detergent 1kg,Prime Wholesale,2022/01/31,2022-02-18,3458,Delayed
PO10425,Peanut Butter Smooth 1kg,Global Supplies,2024/08/13,2024-09-10,2826,Pending
PO10426,SKU116,Om Distributors,2024/01/02,2024-01-14,2560,Delivered
PO10427,Biscuits 500g,Global Supplies,2023/06/18,2023-07-18,2073,Delivered
PO10428,Biscuits 500g,Prime Wholesale,2023/04/26,2023-05-20,4601,Cancelled
PO10429,Tea 500g,Global Supplies,2022/04/28,,4436,Cancelled
PO10430,SKU133,Global Supplies,2023/06/13,2023-07-06,3733,In Transit
PO10431,SKU123,Om Distributors,2022/06/11,2022-07-11,798,Delayed
PO10432,SKU106,ABC Traders,2022/06/15,2022-07-11,3454,Delayed
PO10433,Sunflower Oil 5L,Prime Wholesale,2023/10/03,2023-10-21,4540,Delayed
PO10434,Tea 500g,Global Supplies,2023/04/23,2023-05-05,1630,Delivered
PO10435,SKU124,Global Supplies,2022/07/09,2022-07-29,3616,Pending
PO10436,SKU111,ABC Traders,2023/06/29,2023-07-21,228,Pending
PO10437,SKU127,FreshSource Ltd,2024/03/24,2024-04-06,4512,In Transit
PO10438,SKU112,Global Supplies,2022/04/14,2022-04-25,4493,Pending
PO10439,Biscuits 500g,ABC Traders,2023/11/20,2023-12-19,2112,Pending
PO10440,SKU148,Global Supplies,2023/11/05,,592,In Transit
PO10441,SKU114,Global Supplies,2024/04/03,2024-04-28,2168,In Transit
PO10442,SKU146,FreshSource Ltd,2022/03/20,2022-04-19,4091,Pending
PO10443,SKU137,Prime Wholesale,2023/02/12,2023-03-08,2279,Cancelled
PO10444,SKU102,Om Distributors,2023/06/14,2023-07-14,388,Delivered
PO10445,SKU122,FreshSource Ltd,2024/04/28,2024-05-04,2760,Delayed
PO10446,Coffee 200g,Om Distributors,2024/03/05,2024-03-09,4727,Cancelled
PO10447,Tea 500g,Om Distributors,2023/10/17,,4952,Delivered
PO10448,Tea 500g,FreshSource Ltd,2022/02/17,,738,Delivered
PO10449,Biscuits 200g,ABC Traders,2022/03/03,,1058,Cancelled
PO10450,SKU153,Global Supplies,2023/09/10,2023-09-16,2120,Delivered
PO10451,SKU152,Prime Wholesale,2024/08/04,2024-08-31,4916,Cancelled
PO10452,Milk 1L,ABC Traders,2023/07/03,2023-07-29,4403,In Transit
PO10453,Milk 1L,ABC Traders,2024/05/26,2024-06-01,4733,Cancelled
PO10454,Sunflower Oil 2L,Om Distributors,2022/10/24,2022-11-01,3968,Cancelled
PO10455,SKU110,FreshSource Ltd,2022/02/19,,4599,In Transit
